"","ZCTA5CE10","max99_1","max99_2","max99_3","max975_1","max975_2","max975_3","max95_1","max95_2","max95_3","min99_1","min99_2","min99_3","min975_1","min975_2","min975_3","min95_1","min95_2","min95_3","diff01_1","diff01_2","diff01_3","diff025_1","diff025_2","diff025_3","diff05_1","diff05_2","diff05_3","hi95","hi95_2","hi95_3","hi975","hi975_2","hi975_3","hi99","hi99_2","hi99_3","max99_1_SNR","max99_2_SNR","max99_3_SNR","max975_1_SNR","max975_2_SNR","max975_3_SNR","max95_1_SNR","max95_2_SNR","max95_3_SNR","min99_1_SNR","min99_2_SNR","min99_3_SNR","min975_1_SNR","min975_2_SNR","min975_3_SNR","min95_1_SNR","min95_2_SNR","min95_3_SNR","diff01_1_SNR","diff01_2_SNR","diff01_3_SNR","diff025_1_SNR","diff025_2_SNR","diff025_3_SNR","diff05_1_SNR","diff05_2_SNR","diff05_3_SNR","hi95_SNR","hi95_2_SNR","hi95_3_SNR","hi975_SNR","hi975_2_SNR","hi975_3_SNR","hi99_SNR","hi99_2_SNR","hi99_3_SNR"
"509","92398",0.048648442331082,-0.0156786252050574,-0.112629123174449,0.0314682392809941,-0.0316082887247574,-0.0678864362032847,0.0123370485650385,0.0121079757020231,0.0924687457964858,-0.00220610364855562,-0.133559090145688,0,-0.0741565189334583,-0.0753307858611183,-0.134118186526827,-0.0262154313766895,0.0287018178159593,0.0772519745566758,-0.0199159251198689,-0.0717589915959507,-0.0867787725726304,-0.0369994041242689,-0.117065979626592,-0.0943885566455261,-0.0327476967303657,-0.139801526355242,-0.107099308155218,0,0,0,0,0,0,0,0,0,1.31580622087058,-0.243434054603054,-1.11017634681409,1.22514733780599,-0.857248942263705,-1.29952498808648,0.715120206042373,0.516389934979056,2.91641936260901,-0.0592559627936965,-2.57821975025512,0,-2.83646588003237,-1.94545662655498,-2.2850883250846,-1.44268389888732,1.17255820120498,2.30566404592496,-0.500953881438345,-0.732761813270766,-0.546767768693025,-1.67039058362634,-2.11334594027678,-1.05571575272137,-1.92240275229524,-4.19308951843805,-1.72335145876009,0,0,0,0,0,0,0,0,0
"510","92399",0.724127669313623,0.268579460569757,0.292364836312521,0.540766590950262,0.360538196898807,0.416216273658032,0.279457307327539,0.452456926633378,0.540170319201879,-0.18032652360714,0.1157485724646,-1.22403336438841,0.186427361704008,0.210401773489077,-0.158192720531229,-0.246479990506715,0.0923937874556022,0.0921195714933489,-0.231112611674491,0.0412267774739257,0.930539583364648,-0.0113725511247959,0.76295782489727,0.58552994351207,-0.280200184823032,-0.0403080206140522,-0.513838057880098,0,0,0,0,0,0,0,0,0,19.5856567308553,4.17009694501194,2.88181703600413,21.053569072016,9.77816264045588,7.96747448116419,16.1988149874396,19.2967188467346,17.0367096953414,-4.34279416285469,1.95662341539001,-11.3820147260612,6.60244724239415,4.7907623081229,-2.34079411273931,-12.4353280522399,3.35351263186983,2.41226137952205,-5.81327551549116,0.420984291239802,5.86305886328353,-0.513429952732884,13.7733765778251,6.54902677850245,-16.4487173230096,-1.20896490297461,-8.26824731053104,0,0,0,0,0,0,0,0,0
"511","92401",0.296843374345473,0.11164982645274,-0.203695371724768,0.202171270053561,0.228620869817967,0.0753204014890008,0.118640807796081,0.160241324032556,0.0319717387284749,0.0637307404392307,-0.103990766224822,-0.206655114998035,0.138688962460717,0.0922440376303509,0.00750679711037563,0.0361109061291603,0.0882369405942989,0.0323523650456413,0.0171216480498448,-0.175088293575481,0.594078567943144,-0.00104673499920819,-0.231073932713484,0.0636652338397284,0.0159054524716617,0.0240966299376154,0.339297055774555,0,0,0,0,0,0,0,0,0,8.02879475420403,1.73353017842092,-2.00780914625501,7.871097937042,6.20043054331359,1.44183064131633,6.87704506218763,6.83409092771002,1.00837312197592,1.71296489034942,-2.00885340855643,-2.08999913375813,5.30896672472381,2.38391938182726,0.127881061899487,1.98833940196944,3.60518406078281,0.965939592701816,0.430668221313713,-1.78790159434311,3.74311601089721,-0.0472563363549585,-4.17148653401695,0.712081979574128,0.933704921594408,0.722734072046897,5.45968116969197,0,0,0,0,0,0,0,0,0
"512","92404",0.164312276956581,-1.36275039678671,-2.40071715469767,0.365659269868336,-0.00488947168387298,-0.389965270212877,0.249054849236896,0.548415986725698,0.583727055573301,0.383261825439546,-0.378184107248597,0.0580915893326509,0.689369773330421,0.626223842352771,-0.0387036943711427,0.422326335220852,0.177573334703208,0.170108348216889,0.567508132322294,0.298739560229379,1.47330036885469,0.0457378516482015,-0.054589326414372,-0.189571399461145,0.176729473354663,-0.0330768878759029,0.389798850860599,0,0,0,0,0,0,0,0,0,4.4441940137258,-21.1587336365883,-23.6636788551401,14.2361470250369,-0.132607445652236,-7.4649612127232,14.4365286529603,23.3892520679107,18.4104680201839,8.97133610284162,-6.18831526641132,0.526827925549396,23.8383848160132,13.8182890808498,-0.557538279277869,20.81305569291,6.28499077879188,4.32564754177851,14.2747775924833,3.05055766505146,9.282836475004,2.06490019276666,-0.985479570821882,-2.12031542582183,10.3746296658983,-0.992080383318351,6.27231333072705,0,0,0,0,0,0,0,0,0
"513","92405",0.653943304311706,0.00631218549005648,1.17724135104674,0.172488335546097,0.125796518170981,0.519059839940133,0.0869485528070744,-0.18274704835553,-0.046890036010194,0.645131702102184,0.693327030121217,0.933600053358896,0.330582063247557,0.410700975340541,0.438157943418251,0.158390359491334,0.114013467181351,0.0153304263837234,0.178541883535058,0.423270761400952,0.450832521574208,-0.0836358886724798,0.0815829815583888,-0.752497767765382,-0.102779473480114,0.245424291912926,-0.39899908235104,0,0,0,0,0,0,0,0,0,17.6873631853213,0.0980060998432031,11.6039747588131,6.715457551021,3.41172953340131,9.9361709059892,5.03999531741222,-7.79393176368521,-1.4788889776286,17.0067433181808,13.0373659245279,9.3647443985454,12.5752077743981,10.3552181610691,7.11850248766871,8.5942386184683,4.50165368886149,0.442652902137294,4.49094124515312,4.32219912418838,2.84056439803949,-3.77586083339368,1.47278537643512,-8.41652606577109,-6.03350960296438,7.36105000295359,-6.42035567229852,0,0,0,0,0,0,0,0,0
"514","92407",-0.584530150689892,-0.911743038982382,0,0.0284495134107888,0.0756864883447131,0.188539902297857,0.0704323982947277,0.10487085050144,0.240588812413624,0.386016987522564,0.829781105224687,1.39784708184495,0.121451989422576,-0.201411816490393,-0.466930948277959,0.0647320696240489,0.0724763710416198,0.101742614435249,-0.340447887841492,-0.454934402195372,0,0.025273890593699,0.00528404728656595,0.662827973599312,0.05684730619241,0.341945975396551,0.600123411066086,0,0,0,0,0,0,0,0,0,-15.8099287810655,-14.1561713372674,0,1.10761982282736,2.05269455243682,3.60914975052989,4.0826321559047,4.47260987339018,7.58805437346881,9.10961579985251,13.704302424713,12.7685276070794,4.22878088895722,-4.48433254669737,-6.77772834193334,3.21168058974543,2.58368549560792,2.60891215455706,-8.56343302232723,-4.64553012880889,0,1.14102564240016,0.0953908207740147,7.41358865885726,3.33713295272839,10.2560402785873,9.65667821493233,0,0,0,0,0,0,0,0,0
"515","92408",-0.00542663274527533,-0.595275432497422,-0.325801757119644,0.195324445744282,0.176284557909676,-0.223681184732973,0.0647515209217361,0.148209136189056,0.233785176056106,-0.271108381519582,-0.212624568441674,-0.290417694566516,-0.0111767722828527,0.0554085995428015,-0.0594818713486253,0.140018851355961,0.114156959562139,0.253518627675712,0.00198432187340125,-0.0460432570034524,-0.878474577430817,0.0862777042079392,0.0107976374542477,-0.279261382752716,0.0715957784484223,-0.0519947238038767,-0.408254773719139,0,0,0,0,0,0,0,0,0,-0.146775452254331,-9.24253946013653,-3.21140211616912,7.60453174946363,4.78101652770367,-4.28184634784557,3.75333863192622,6.32093324957539,7.37347098490542,-7.3097100953782,-4.11363891837325,-2.95895907272645,-0.431203364856421,1.43488110064803,-0.999210871739229,7.73152544152249,4.62994384563256,7.53670263102808,0.0499125066257484,-0.470167427668333,-5.53501242660912,3.89512934321313,0.19492548861165,-3.12347864377231,4.20291914497738,-1.55948605913015,-6.56929042730113,0,0,0,0,0,0,0,0,0
"516","92410",0.214839597121159,0.470510149007819,0.521353102039062,-0.326535396083107,-0.432813884254762,-0.58198026619518,-0.16277882971263,-0.557422307265317,-0.327008549012487,-0.194133266656513,-0.332285622500592,-0.762762880720251,-0.116757880256152,0.118806763117191,-0.34012551614878,-0.0182298421301043,0.0548693977497975,-0.141626086632099,-0.49123962773691,0.589219728690812,2.16001758459192,-0.470302312748128,-0.403107920724573,2.03695774798888,-0.628914660753333,-0.594377283815021,-0.122899058907606,0,0,0,0,0,0,0,0,0,5.81081869913724,7.30537223811654,5.13893623521722,-12.7129442368345,-11.7383528006003,-11.14063339883,-9.43551690096383,-23.7733603112959,-10.3136909218784,-4.74649849995824,-5.7157829375554,-7.18658418308816,-4.18706053362499,2.75098064183509,-5.10655421558721,-0.931170181782388,2.01859689657669,-3.76756983217228,-12.3563628980321,6.01677514145492,13.6096416214754,-21.2324650427782,-7.27714824130833,22.7829353324647,-36.9194598553232,-17.8272528472218,-1.97758768097463,0,0,0,0,0,0,0,0,0
"517","92411",0.215343212234961,0.821642843977616,0.398621817772759,0.12347520530256,0.613276953922131,-0.202276020128088,0.283632480973633,0.501476942066279,0.177254069112877,0.702032590383001,0.141871200181171,-0.0666477397103833,0.583748597805679,0.437699069121236,0.17512848370017,0.28113064570504,0.167146926690499,0.100393740395921,-0.632839123696494,-0.600092094902673,0,-0.396983057205267,-0.28185195182665,0.400429656291319,-0.160617848903789,-0.0485727550343398,0.622499534491349,0,0,0,0,0,0,0,0,0,5.82444009928722,12.7572313470787,3.92918368661995,4.80723810794351,16.6326948175676,-3.87209518349138,16.4408300060494,21.3873608504047,5.59050730935377,18.6244209442998,2.68859653836242,-0.671769124857092,22.3049569470695,11.1174985251597,2.86778902725967,15.3301622961409,6.64369217879496,2.92064605774537,-15.9180762848684,-6.12779753185869,0,-17.9223632463832,-5.08816207793159,4.47871978370364,-9.42882173799026,-1.45685040303934,10.0167358624611,0,0,0,0,0,0,0,0,0
"518","92501",-0.302828664766836,-0.314712436690813,0.0127267570901105,-0.204837804709238,-0.489993773051975,-0.0944602819899556,-0.0774351796260282,0.0649517726128607,0.113129863250756,0.0525925918539802,0.189765165305029,0,0.180469368269323,0.213583540923286,0.266753920491799,-0.0165007604718103,0.0105891156773056,-0.122301192257368,0.306347415364748,0.0846055387099114,0,0.539812201737829,-0.133705706520134,2.04647139432516,0.332196933296281,-0.149900520555411,0.233222855355429,0,0,0,0,0,0,0,0,0,-8.19068035614272,-4.88638024671572,0.1254466366679,-7.97491365438794,-13.2891295483391,-1.80821830829444,-4.48855018420045,2.77011140935187,3.56806097921956,1.40898731798673,3.64063286421283,0,6.94004384991272,5.48800941963532,4.42842104243756,-0.906686621214982,0.4256219790809,-3.60202021186318,7.70568908408236,0.863943410839723,0,24.370587582464,-2.41373636446278,22.889343425352,19.5011058069511,-4.49599026517162,3.75282487736023,0,0,0,0,0,0,0,0,0
"519","92503",0.0109786937728925,0.105889691433324,-0.448834529006257,0.0218405569395203,0.143034771988985,0.874672209351654,0.0422680025692568,-0.338104015862208,0.00291684041306102,-0.287710002721889,-0.374595815288346,0.368693088589125,-0.30332383922981,-0.313963079190141,0.483866975822897,0.0165771300680808,-0.161508839875322,-0.223095843037897,0.111162160770011,-1.43268812929631,0,0.0540168500722567,0.410535808192791,-0.302562657972494,-0.129492884445162,0.0897246758001348,-0.493210397630913,0,0,0,0,0,0,0,0,0,0.296943393687561,1.64409548599743,-4.42412640436173,0.850314501288748,3.87924851175026,16.7435272199822,2.45007568438895,-14.4197110288279,0.0919957309360944,-5.80370249633065,-5.19420709068853,2.91998329497979,-9.20580471489353,-5.89759641378911,6.08761776880956,0.719919052563718,-5.01852012363247,-4.88269578612139,2.79610992568227,-14.6297924221932,0,2.43866732055476,7.41124096300137,-3.38409840725062,-7.60167896721721,2.69112653810943,-7.93632445319829,0,0,0,0,0,0,0,0,0
"520","92504",-0.250607030241257,-0.853922005925153,-0.929854683345666,-0.0531383568562363,-0.425685508324027,-0.624127977491501,3.76916594597258e-05,-0.235606826708771,-0.36851888633262,-0.254447770324166,-0.130746432485668,0.434498443283007,-0.173136024807666,-0.0775108512942078,0.019449300448791,-0.0155349962822601,-0.243357495682438,-0.245535509975703,0.576750596849022,1.9577184638374,0,0.0254854872447612,0.671283939355719,-1.44472509460953,-0.123108966554192,0.216977095705465,-0.811961226468667,0,0,0,0,0,0,0,0,0,-6.77822913920242,-13.2584135087355,-9.16550396850513,-2.06882615377603,-11.5450239943529,-11.9474514774254,0.00218480677423141,-10.048334826476,-11.6229068138654,-6.09290701235807,-2.1956766309666,4.02013706677258,-6.10256759930468,-1.75374874724193,0.286230451591646,-0.780092742849862,-8.78808972308811,-6.39160907682794,14.5072573016032,19.9911021536164,0,1.15057847336669,12.1184240932808,-16.1589401823261,-7.22692096743863,6.50782870161131,-13.0653931215263,0,0,0,0,0,0,0,0,0
"521","92505",-0.677493618061259,-0.892615355527733,-1.08140429253594,0.00819113774171852,-0.349308089358147,-1.41072451629326,-0.329755167383597,-0.376345356521675,-0.684423463703449,-0.295062759630006,-0.487022612837814,-0.328640419661457,-0.365233999447711,-0.3439005860138,-0.468814412759554,-0.550936247178966,-0.598764503804438,-0.531216342142709,-0.567484092695421,0.262244417702826,0,-0.158038491659054,0.366746238629364,0.920177663680211,-0.0293810160871753,-0.106048604266954,0.265038139985542,0,0,0,0,0,0,0,0,0,-18.3243342341419,-13.8591855060718,-10.6593164634436,0.318904102268273,-9.47359070065333,-27.0049786490426,-19.1143434347143,-16.0506561102056,-21.5863838594913,-7.27142185280698,-8.45458782841954,-3.11755967934326,-13.1827155832177,-8.03350581666794,-7.09303059238957,-28.3232032222372,-22.1850517673551,-14.2492655387487,-14.2741729133475,2.67789012585431,0,-7.13487188688638,6.62072514142347,10.2919897217815,-1.72476698609593,-3.18073273296616,4.26476952128556,0,0,0,0,0,0,0,0,0
"522","92506",-0.719657495008895,-0.630194727497352,0.395691906849188,0.0596136510235702,-0.444070017751345,-0.549281043066928,0.000376946999405037,-0.093942716580927,-0.197301338643608,-0.126382193991229,0.150523235628061,0,-0.4574338077768,-0.246552680063157,-0.399071893655453,-0.22309441735659,-0.0700331761594833,-0.24072569413365,-0.0996156553715248,0.1856100283352,0,-0.31123580160163,0.0261004209937308,-0.415201001307286,-0.0234885462856154,0.152482631015808,-0.124032040128867,0,0,0,0,0,0,0,0,0,-19.4647508420602,-9.78471362748451,3.90030378669759,2.32092762471569,-12.0436305908012,-10.5146842413439,0.0218498301648489,-4.00653870645571,-6.2227884603877,-3.16438297724429,2.66190157494282,0,-16.7242995632484,-5.86279414152255,-6.13353812190501,-11.6177052647841,-2.63248074341757,-6.56670277105597,-2.50567567964015,1.89534353673686,0,-14.0511817578638,0.471180601935408,-4.64393410815615,-1.37885868428149,4.57343591679796,-1.99581865626326,0,0,0,0,0,0,0,0,0
"523","92507",-0.612722911532906,-0.337317752977055,-1.81969288619653,-0.0354696780466465,-0.216133468865242,-0.310658210210537,-0.0339714267558293,0.0859734031437678,-0.110052654166896,-0.125217040895432,0.110072607674708,0,0.0667985575568019,-0.0481989811465155,-0.121102624269854,0.048821749582857,-0.0789840921487899,0.0231899868491526,-0.086756902790145,0.479015572621409,0,-0.118812702187812,-0.168064485636558,0.435735128491391,-0.150617026178062,-0.0987468679280437,-0.000285775428291107,0,0,0,0,0,0,0,0,0,-16.572465222588,-5.23736151753335,-17.9365686581102,-1.38093463837141,-5.86175952725312,-5.94681543915367,-1.96916252482193,3.66665751170284,-3.47100729824159,-2.93514695794115,1.80400072098365,0,2.31261877522106,-1.06519172156148,-1.74679239988216,2.40881005992626,-2.79897936422235,0.59053688737231,-2.18223391244496,4.89143327926594,0,-5.3639679785963,-3.03400184714334,4.87360391461432,-8.84173894888751,-2.96173058823074,-0.00459845642055413,0,0,0,0,0,0,0,0,0
"524","92508",-0.158627354118022,-0.15923720115685,-0.0613195434261894,-0.221990205174214,0.134028694621868,0.0539720166282154,-0.173645585623357,-0.0704093797195682,-0.111493983214897,-0.179088668347901,-0.252357040170321,-0.132786044154801,-0.0157846048576996,0.0317239408937435,0.1842015168468,-0.0200164270267522,-0.0422553755242693,-0.0998995426791321,0.138325700497371,0.62261641961719,0,0.151556472687806,0.251431413222884,-0.872137762130843,-0.0321111601117397,0.225149487801395,-0.5287994305092,0,0,0,0,0,0,0,0,0,-4.2904325266624,-2.47239518862599,-0.604421882995166,-8.64270499724008,3.63499453254451,1.03316639064331,-10.0654112136046,-3.00287148819008,-3.51646611686483,-4.63743569808408,-4.64394257183545,-1.31313837061663,-0.59253025918894,0.783619606055441,2.93201249664745,-1.0708422981207,-1.63905461256013,-2.82649259029698,3.47936619312275,6.35780306361759,0,6.84223194554857,4.53899209734144,-9.75467373108026,-1.88503585722293,6.75294456358649,-8.50899306126967,0,0,0,0,0,0,0,0,0
"525","92509",-0.261344093031875,-0.343566488267741,-0.521354626796872,-0.387390827832633,-0.0879128116404557,0.0263967953711754,-0.141835413709202,-0.0290721022942483,0.244530761772958,0.465077248103645,0.394910459885653,0.107110908192882,0.363636026328097,0.640298597341093,0.661240786260396,0.242477946879724,0.38512969941458,0.549768609551707,-0.212410560829166,1.69258981331672,0,-0.470035757671376,0.597444734530898,0.665214159418161,-0.119496916239037,0.326488361354113,0.476746759626552,0,0,0,0,0,0,0,0,0,-7.06863708109754,-5.33438245834021,-5.1389512646342,-15.0822178886971,-2.38428487687093,0.505304109461974,-8.22152638381165,-1.23988859763923,7.71238154303254,9.91143024613907,5.81678735906483,0.892461465773008,11.5914644338475,12.7576481889255,8.74085974031658,11.0412698802992,12.5558798601312,12.7117388245316,-5.34285473887978,17.2837598905107,0,-21.2204310357243,10.7854340628078,7.44027763522692,-7.01488115515943,9.79241759068687,7.67140551898638,0,0,0,0,0,0,0,0,0
"526","92518",0.0592900197329735,0.207450432529379,-0.210030657697868,-0.0297456809047467,-0.0137374602620231,-0.0588918382979626,0.0155404552561868,0.0752139106231871,0.00265458326745911,0.240289384606978,-0.127997691428566,-0.024716733904382,0.0265985100179904,0.023862833824051,-0.0543574824853542,0.0232434334251357,0.0194248332978836,0.0251605412956791,0.0425043764526833,-0.221658334049348,-0.298073631963839,0.0265419805223146,-0.123940804498856,0.0122756990630016,-0.0446697855609839,-0.0679707530379893,0.05151428264693,0,0,0,0,0,0,0,0,0,1.60363154629397,3.22097755761738,-2.07025555833216,-1.15808328029612,-0.3725738960928,-1.12734472072416,0.900806502155639,3.20777868836807,0.0837242678506175,6.45238944917532,-2.4701435592104,-0.249694852489595,1.01706325877029,0.616092615313817,-0.926180228464812,1.27884256766285,0.793519979125891,0.750826393661797,1.06913097101605,-2.26344823376452,-1.87807513085863,1.19827536103986,-2.23745444114318,0.137301059970091,-2.62227048863704,-2.03865765671054,0.828924254280917,0,0,0,0,0,0,0,0,0
"527","92530",-0.506707281501349,-0.823646486992205,-0.593107572108836,-0.162207284126822,-0.0736755909106551,0.124124133566106,-0.20017130233891,0.0186946812143634,0.0071972881281269,-0.115952140538999,0.317646431301383,-1.11979469267945,-0.191265897106902,-0.271844981082305,-0.636119197750522,-0.259655676778334,0.0508855058993868,-0.277827661232511,-0.25404640452368,-0.582946816798518,0,-0.0853951396103296,0.317339081438111,3.19804162142585,-0.239819793150968,-0.317790620547372,0.988257035061071,0,0,0,0,0,0,0,0,0,-13.7050347598471,-12.7883408950549,-5.84621436368369,-6.31518721292875,-1.99815696853412,2.37606246866047,-11.6029812331313,0.797304640702762,0.226998974349049,-2.82440474734252,5.44037142557414,-10.5163107172012,-6.8378997532579,-6.26843564792554,-9.51601489996035,-13.2226096414808,1.86576797507555,-7.36195572042585,-6.39013912964698,-5.95271975006137,0,-3.85528471251752,5.72879722689353,35.7694093180933,-14.0782490507432,-9.53154486088445,15.9021961237519,0,0,0,0,0,0,0,0,0
"528","92532",0.299949192134456,0.422886686776402,0.0986640078671691,0.26209811941721,0.273071281870356,0.217739338620768,0.155745301124397,0.120826211153257,0.236070502833753,0.116812904204343,0.1478082173757,0.350975308646994,-0.0900418954873877,0.0152309234768845,0.046808670071845,-0.0871554984034598,-0.0767153696381774,-0.130882049440998,0.128015486150769,0.249727856517437,0,0.0919357552072626,0.327824856557217,0.0627955810916947,-0.0715953307659353,-0.0169252982403867,-0.271318122187316,0,0,0,0,0,0,0,0,0,8.1127985613521,6.56594691519412,0.972523311278512,10.2042192567759,7.40597093326992,4.16810378114118,9.02781659997969,5.15308593745946,7.44554908228643,3.13937952655157,2.84725458264627,3.56981140811854,-3.46883529025267,0.392846985077305,0.781147865475388,-4.80069840295175,-3.09612671283899,-3.87148692592798,3.22002891080696,2.55007815600721,0,4.15057008164243,5.91809278781825,0.702355100192504,-4.20289286447124,-0.507643174566401,-4.36582168189083,0,0,0,0,0,0,0,0,0
"529","92536",-0.0252241224317131,0.0537707123395452,0,-0.020813647597067,-0.0449618212686946,-0.063733848490419,-0.0836773487661969,-0.0787321149365973,-0.0286233580577733,-0.239328927344265,-0.203561425385948,-0.223138116927001,0.000958669662831632,-0.0851110520452345,-0.0635405318468339,-0.0153700350083214,-0.0775789390054597,-0.0978380224872359,0.12290658310365,0.648832955650948,0,-0.00754246763170879,-0.00920260401875912,0.0868482912138466,0.019463192318774,0.0546060384600834,0.153913293283995,0,0,0,0,0,0,0,0,0,-0.682242958279547,0.834870554816738,0,-0.810334023326811,-1.21941032810956,-1.2200335344192,-4.85037913041363,-3.35782567734091,-0.902766820762406,-6.44543418998601,-3.94028519228287,-2.26211900814759,0.0367854110419436,-2.20402065315931,-1.08161361198258,-0.847667049308346,-3.17020267001951,-2.9237958704486,3.09152246202577,6.62551134733961,0,-0.340515400383135,-0.166130979342197,0.971379501815241,1.1425565220704,1.63780763686787,2.47664250192095,0,0,0,0,0,0,0,0,0
"530","92539",0.0359922661671903,0.053636482932112,-0.345954031364686,0.03717775763468,0.144737757558628,-0.00423402690818681,-0.0326307580505033,-0.0681134390839652,-0.196137616385515,0.0811822005168158,-0.204927951268299,-0.139070325865594,-0.0628967189285969,-0.0942136169745745,-0.0190649486268265,0.00248710792779592,0.0166983600972589,0.068849501376173,0.0162463568532457,0.228607008065625,0,-0.0484655422607335,-0.0126770554734306,0.202534887013934,-0.0338452755321804,0.0102596504220627,0.234760763401557,0,0,0,0,0,0,0,0,0,0.973491554029896,0.832786442946529,-3.4100414873263,1.44743499580653,3.92543521268112,-0.0810504141201782,-1.89145031709794,-2.90495250778309,-6.18608522518138,2.18806623839638,-3.96983199004875,-1.41129921893707,-2.41590254282868,-2.44165964929109,-0.324362126096424,0.137254324381811,0.682318191729909,2.05804771222547,0.408651643138909,2.3344041217829,0,-2.18804565475616,-0.228853880562858,2.26530925246845,-1.98683441375963,0.307719334467599,3.77757159253875,0,0,0,0,0,0,0,0,0
"531","92543",-0.45170683557597,-1.39734127182903,-1.18869700833315,-0.287720509044287,-0.384118896115918,-0.541050200119346,-0.0856879189715362,-0.109541783372377,0.167212253496848,0.190447194620231,-0.827053356999264,-0.517386616409536,-0.276188614237532,-0.53317253880458,-0.37406108820346,-0.208775797604399,-0.214107214091092,-0.711247274009656,-0.626044064092667,-0.205617273326856,-1.13252913815404,-0.380615901839847,-0.13102545234747,1.16348916456949,-0.389264595082389,-0.57252121000085,0.0409290104556315,0,0,0,0,0,0,0,0,0,-12.2174243568922,-21.6958085939707,-11.716892265388,-11.2017711744264,-10.4176951895835,-10.3571242531989,-4.96692235158401,-4.67181928550615,5.27379331863098,4.95434383352408,-15.3040736883477,-5.13561903545404,-10.4039423773269,-13.2395556831933,-5.98448938999226,-11.2100721706798,-8.34226661936198,-20.2275004476476,-15.7471572106775,-2.09964608882937,-7.13573621164148,-17.1834448002557,-2.36535079341321,13.0133766508322,-22.8511743930859,-17.1717201329971,0.658595009522317,0,0,0,0,0,0,0,0,0
"532","92544",-0.169071766371952,-1.02949939898463,-0.789152662071856,-0.100621240264188,0.208246647492882,-0.70011130645567,-0.348482062723078,-0.276445993284426,-0.0472025624073245,-0.308039390924045,-0.078389650841869,-0.745787638376769,-0.484643752760343,-0.396019361568894,-0.490324271677007,-0.123794747736289,-0.0298676556433512,-0.0221843223159156,0.0987866474547012,0.348319002903928,0.216298642372686,-0.18221625003306,-0.326644266072202,-0.984518139723545,-0.109266276466001,-0.347729094572016,-0.160603390158403,0,0,0,0,0,0,0,0,0,-4.57292507850054,-15.9845145622459,-7.77861528852157,-3.91746877019783,5.64786090913582,-13.4019722946804,-20.1998527591774,-11.7900739157837,-1.48874590850905,-7.68903423665827,-1.38128109061596,-7.1526829320909,-17.6752826090737,-9.3844823309367,-7.51287169189533,-6.43061868354231,-1.1195474603476,-0.603181033198036,2.48482328482664,3.55683459992978,1.36283474120887,-8.2264110853418,-5.89678005360978,-11.0116241405133,-6.41430731268859,-10.4294942960843,-2.58429388087335,0,0,0,0,0,0,0,0,0
"533","92545",-0.341561012568067,-0.797886967002966,-0.200864893944631,-0.208340466783652,-0.662423543119014,-0.983758078657981,-0.0331647378663064,-0.340682456671188,-0.575825846981869,0.445451532212119,-0.53385238137481,-0.16650500589653,-0.0601564169762181,-1.08743696168903,-0.970750548148694,-0.0999438897776485,-0.450544186796804,-0.980028799989912,0.728412972640512,-0.360942375618367,2.41333146008093,0.35929864415701,-0.396377332843507,1.63403975264189,0.378112349671872,-0.0595374642347604,0.595626283017659,0,0,0,0,0,0,0,0,0,-9.23828356281766,-12.3883859045124,-1.9799093509523,-8.1112821711449,-17.9656003086484,-18.8317177472653,-1.9224025950181,-14.5296782863171,-18.1612677360708,11.3557825840171,-9.64288395909531,-1.62551880964295,-2.23102949961101,-26.3879010340889,-15.1964044235717,-5.28048226327605,-17.2191094615818,-27.2560802063858,18.3220866586944,-3.68573726807077,15.2056985645969,16.2210469631838,-7.15564359393342,18.2763840103571,22.1964991208684,-1.78571667810545,9.58431423503383,0,0,0,0,0,0,0,0,0
"534","92548",-0.187725234835379,-0.344120031865577,-0.240069864496753,-0.207925887557195,-0.193081011252748,-0.258350041450431,-0.212414315479226,-0.175264692025755,-0.306872828967982,-0.0347627539245903,-0.359377743215876,-0.261706664172775,0.00733857878414011,-0.0962685569134288,-0.139886407013757,-0.0628518555252648,-0.129455352607908,-0.0725243558220552,-0.181100007976841,-0.160157706300853,-0.443881275277711,-0.0630657073685277,-0.129036550530816,0.290695581536852,0.0308274926747734,-0.109659249951115,0.253385705871665,0,0,0,0,0,0,0,0,0,-5.07744996499026,-5.34297704878793,-2.36634964061961,-8.09514143219005,-5.23655342777166,-4.9454994740432,-12.3126506514956,-7.47481867709576,-9.67862008456957,-0.938112492092755,-6.96987426996514,-2.66052666196791,0.282385657415959,-2.49789146562575,-2.37666420766945,-3.47214861696983,-5.28737721110781,-2.16825586660471,-4.55528685604493,-1.63543896964297,-2.79676661991362,-2.84719081919011,-2.32944593366453,3.25136770368763,1.80968015101329,-3.28902740590541,4.07726840970833,0,0,0,0,0,0,0,0,0
